,facility_address,facility_name,facility_city,grade,score,serial_number,points,violation_description,violation_status,time,activity_date,year
284809,1419 W OLIVE AVE,PHILLY'S BEST,BURBANK,A,90,DAKBA9PUG,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201711,2017-11-13,2017
739684,7350 MELROSE AVE,LOVE BAKED WINGS,LOS ANGELES,A,96,DAPN91KO0,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201712,2017-12-13,2017
870528,19101 E COLIMA RD,HONG KONG PALACE SEAFOOD RES,ROWLAND HEIGHTS,A,91,DAVAIEIA2,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201507,2015-07-28,2015
165458,205 CRESCENT AVE 118A,KATIE'S KITCHEN,AVALON,A,91,DA3DAHH74,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201608,2016-08-11,2016
697238,1929 S SAN PEDRO ST,LOS ANGELES CHINESE FAST FOOD,LOS ANGELES,B,83,DANW6CSSY,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201703,2017-03-07,2017
853308,17299 PACIFIC COAST HWY,TACO BELL EXPRESS,PACIFIC PALISADES,A,95,DA9EMUIKI,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201705,2017-05-23,2017
419361,102 S GLENDALE AVE,GLENDALE PHO CO,GLENDALE,A,91,DAYCZQ6ZD,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201701,2017-01-19,2017
425645,7038 HOLLYWOOD BLVD,ANDRE'S PIZZA,LOS ANGELES,A,90,DAM4QNYZ6,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201510,2015-10-21,2015
20861,20155 SATICOY ST,FOOD 4 LESS #326,WINNETKA,A,94,DARNTYKBJ,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201612,2016-12-28,2016
316935,402 W ARROW HWY,DOMINO'S PIZZA,SAN DIMAS,A,96,DAPTKFOSW,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201610,2016-10-17,2016
211644,9243 WINNETKA AVE STE D,SAN SAI JAPANESE GRILL - CHATSWORTH,CHATSWORTH,A,94,DAQFN10BM,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201712,2017-12-05,2017
360265,1010 S BALDWIN AVE,KEE WAH BAKERY,ARCADIA,B,82,DA2LDCYF9,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201712,2017-12-01,2017
414892,2271 FOOTHILL BLVD,ALTADENA EXPRESS,LA CANADA FLINTRIDGE,A,99,DA0629095,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201607,2016-07-26,2016
832364,13608 VENTURA BLVD,HYAKUMI NOODLE STATION #1,SHERMAN OAKS,A,92,DADIR5BU6,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201612,2016-12-16,2016
9064,322 W SIERRA MADRE BLVD,NANO CAFE,SIERRA MADRE,A,90,DA0MJWRPP,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201609,2016-09-21,2016
282004,3286 W SLAUSON AVE,THE BUFFALO SPOT,LOS ANGELES,A,93,DA9SEOMH6,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201608,2016-08-11,2016
279563,4483 E WHITTIER BLVD,LOS COMPADRES MEAT MARKET,LOS ANGELES,B,80,DAMEDBPOP,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201712,2017-12-15,2017
661421,3939 CROSS CREEK RD STE D100,CAFE HABANA MALIBU LLC,MALIBU,A,97,DAQBSMCLU,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201712,2017-12-12,2017
255317,500 N ATLANTIC BLVD #A100,TASTY GARDEN,MONTEREY PARK,C,77,DANTBZO77,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201703,2017-03-09,2017
530984,2515 TORRANCE BLVD,S-MART,TORRANCE,A,95,DAES8EM82,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201709,2017-09-25,2017
320472,18427 NORDHOFF ST STE B,FISHBOWL POKE CO.,NORTHRIDGE,A,91,DAAEYYLHA,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201708,2017-08-10,2017
570833,106 S MYRTLE AVE,NOOR'S INDIAN BISTRO,MONROVIA,B,84,DAUMFM05V,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201711,2017-11-14,2017
476429,20515 DEVONSHIRE ST,PANDA EXPRESS #433,CHATSWORTH,A,95,DAWKLCCKK,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201603,2016-03-21,2016
598700,827 W LAS TUNAS DR,TASTY NOODLE HOUSE,SAN GABRIEL,A,92,DAWUWKHXU,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201603,2016-03-24,2016
131922,14103 E RAMONA BLVD,EL SUPER,BALDWIN PARK,B,83,DAKDC7RWS,3.0,# 52. Multiple Major Critical Violations / Increased Risk to Public Health,OUT OF COMPLIANCE,201704,2017-04-07,2017
703980,100 UNIVERSAL CITY PLZ STE #H103,CINNABON #904,UNIVERSAL CITY,A,95,DA5JRP5OB,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201507,2015-07-29,2015
327149,10711 S PRAIRIE AVE,LA LLAMARADA NIGHT CLUB,INGLEWOOD,A,90,DALPBVQEE,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201710,2017-10-30,2017
461457,8234 NORWALK BLVD,AREE THAI RESTAURANT,WHITTIER,A,93,DACPC6IT4,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201604,2016-04-11,2016
95714,162 E COMPTON BLVD STE A,BILL'S TACO HOUSE #4,COMPTON,A,90,DAQNBM0GE,1.0,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,201704,2017-04-11,2017
672083,6821 BALBOA BLVD,DEL TACO #540,VAN NUYS,A,96,DARYIAVIA,2.0,# 08. Time as a public health control; procedures & records,OUT OF COMPLIANCE,201704,2017-04-25,2017
166116,2536 OVERLAND AVE,YOHANA,LOS ANGELES,A,90,DAR28GTYQ,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201611,2016-11-17,2016
770232,888 MONTEBELLO BLVD,DOUBLE TREE HOTEL - RESTAURANT,ROSEMEAD,A,93,DAHPDNV0V,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201507,2015-07-23,2015
752270,18050 NORDHOFF ST,UNIVERSITY 76,NORTHRIDGE,A,93,DAVLS5N1A,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201707,2017-07-25,2017
728700,10948 WEYBURN AVE,STAN'S DONUTS,LOS ANGELES,A,90,DANBVLY7G,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201608,2016-08-17,2016
412524,401 S VERMONT AVE # 7-8,GO POCHA,LOS ANGELES,B,82,DAY5MQFQT,1.0,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE,201706,2017-06-28,2017
71343,13701 FOOTHILL BLVD,SHAKEYS PIZZA PARLOR,SYLMAR,A,91,DAG5LXR5V,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201611,2016-11-30,2016
775064,01253 N VINE ST # #7A,PITA ON VINE,LOS ANGELES,A,91,DATLYBQJG,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201703,2017-03-08,2017
706985,7038 W SUNSET BLVD,SYCAMORE TAVERN,LOS ANGELES,B,83,DAYE2QOXA,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201708,2017-08-17,2017
787659,1101 S VERMONT AVE UNIT 103-0,GUREUNSAN,LOS ANGELES,A,98,DAVC40TW1,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201709,2017-09-13,2017
583363,1515 E WESTWOOD BLVD,BRISTOL FARMS MEAT DEPT,LOS ANGELES,A,95,DAO4WNOD2,1.0,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE,201607,2016-07-06,2016
94629,7217 S BROADWAY,CAT'S LIQUOR,LOS ANGELES,A,96,DA8TNSCKB,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201603,2016-03-01,2016
779063,2031 E MARIPOSA AVE,MATTEL TOYS EMPLOYEE CAFETER,EL SEGUNDO,A,91,DATYFAMUB,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201709,2017-09-08,2017
322999,9301 TAMPA AVE #6506,WETZEL'S PRETZELS,NORTHRIDGE,A,96,DASVPU9W0,1.0,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,201606,2016-06-06,2016
364469,541 S SPRING ST,GUISADOS,LOS ANGELES,A,93,DA0G1N4GT,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201611,2016-11-08,2016
267994,137 N MONTEBELLO BLVD,QUIZNOS,MONTEBELLO,A,96,DAGJ0XFZN,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201510,2015-10-13,2015
130234,2200 W VALLEY BLVD # A,EDIBLE ARRANGEMENTS,ALHAMBRA,A,91,DA0802077,2.0,# 21a. Hot Water Available,OUT OF COMPLIANCE,201703,2017-03-10,2017
766972,4947 EAGLE ROCK BLVD,PANDA EXPRESS #948,LOS ANGELES,A,99,DALNUVWQZ,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201604,2016-04-08,2016
735055,5304 PARAMOUNT BLVD,CARIBBEAN SEA PETROLEUM INC,LAKEWOOD,A,97,DA0CVFSYL,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201702,2017-02-03,2017
210553,209 S MEDNIK AVE,THE COFFEE BEAN & TEA LEAF,LOS ANGELES,A,94,DASJGOY2L,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201607,2016-07-22,2016
885503,10521 S INGLEWOOD AVE,PESCADERIA EL GOLFO,LENNOX,A,97,DAHJYVW0H,2.0,"# 16. Compliance with shelf stock tags, condition, displayed",OUT OF COMPLIANCE,201601,2016-01-20,2016
877390,2506 COLORADO BLVD,SPITZ,LOS ANGELES,A,91,DAKOA8OKJ,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201512,2015-12-18,2015
651606,1608 N CAHUENGA BLVD,KITCHEN 24,LOS ANGELES,A,92,DAWXI3ESK,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201610,2016-10-04,2016
83883,3150 E IMPERIAL HWY STE 202,DULCE VIDA,LYNWOOD,A,98,DAW0V7LTP,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201508,2015-08-20,2015
43817,17835 E GALE AVE,SAM'S CLUB #6611,ROWLAND HEIGHTS,A,98,DAWOTXDVV,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201509,2015-09-08,2015
394779,13416 E IMPERIAL HWY,RACHADA THAI CUISINE,SANTA FE SPRINGS,C,71,DAEZRNS36,0.0,# 51. Permit Suspension,OUT OF COMPLIANCE,201709,2017-09-11,2017
638478,400 S BALDWIN AVE # 231,DIN TAI FUNG,ARCADIA,A,91,DAOHCZ4MX,2.0,# 09. Proper cooling methods,OUT OF COMPLIANCE,201611,2016-11-08,2016
30844,545 S WESTERN AVE,BOKGA INC.,LOS ANGELES,A,93,DANXHIGKJ,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201512,2015-12-17,2015
90936,30768 RUSSELL RANCH RD # C,THE GALLERY RESTAURANT,WESTLAKE VILLAGE,A,91,DANBJ1VOA,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201711,2017-11-30,2017
94182,101 N GAFFEY ST,HELLO LIQUOR,SAN PEDRO,A,97,DAC7VEPEQ,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201610,2016-10-20,2016
441029,937 E LAS TUNAS DR STE #C,SAM WOO BBQ,SAN GABRIEL,A,97,DAV92FWSF,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201612,2016-12-06,2016
392069,2007 W PACIFIC AVE,ALFREDOS MEXICAN FOOD,WEST COVINA,A,94,DAYOO1HQ7,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201512,2015-12-16,2015
7514,2301 N HIGHLAND AVE,SODEXO @ THE HOLLYWOOD BOWL,LOS ANGELES,A,96,DABDNZZYO,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201609,2016-09-17,2016
95299,2090 S GAREY AVE,FOOD 4 LESS #358,POMONA,A,96,DAJ4OKLZ1,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201508,2015-08-05,2015
65936,1600 E WILLOW ST,FOOD 4 LESS #772,SIGNAL HILL,A,97,DAF70VDG2,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201604,2016-04-28,2016
271034,2301 N HIGHLAND AVE,SODEXO @ THE HOLLYWOOD BOWL,LOS ANGELES,A,95,DAXYE3GNA,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201710,2017-10-16,2017
266480,3691 E 3RD ST,LAS PALMITAS FRUIT #4,LOS ANGELES,B,84,DAAZQOYIS,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201707,2017-07-10,2017
148121,23863 HAWTHORNE BLVD,D.R. CUCINA,TORRANCE,A,93,DA4ZW64U2,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201603,2016-03-23,2016
858669,12630 HAWTHORNE BLVD,SUPERIOR GROCERS #146,HAWTHORNE,A,96,DAN7XTRPN,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201709,2017-09-06,2017
403925,8317 FOOTHILL BLVD,PENA TACOS,SUNLAND,A,91,DANY1FZ1R,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201704,2017-04-12,2017
227119,429 N WESTERN AVE # 5,LAB COFFEE,LOS ANGELES,A,95,DAS5OIJTG,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201606,2016-06-02,2016
237039,424 E MANCHESTER BLVD,E & J SEAFOOD,INGLEWOOD,A,91,DAPOTLG7Y,1.0,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE,201704,2017-04-06,2017
178663,2020 GLENOAKS BLVD,MY BAKERY,SAN FERNANDO,A,91,DAZVSR9A7,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201706,2017-06-07,2017
380622,21418 VENTURA BLVD,BROTHERS SUSHI,WOODLAND HILLS,A,97,DAV74YXWF,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201612,2016-12-07,2016
604123,4118 E CESAR E CHAVEZ AVE,CALI DOLLAR & UP,LOS ANGELES,A,94,DAH1USBFJ,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201609,2016-09-01,2016
641223,3377 WILSHIRE BLVD # 105,JJUKKU JJUKKU & BBQ,LOS ANGELES,B,80,DAT4YPSZ5,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201603,2016-03-15,2016
468456,2927 W SUNSET BLVD,SILVERLAKE RAMEN,LOS ANGELES,B,87,DASUUJWGS,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201608,2016-08-22,2016
190359,5930 S MAIN ST # 102,HOUSE OF BOBA,LOS ANGELES,B,82,DAKFFXMLG,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201605,2016-05-16,2016
198858,2210 MARINE AVE STE J,FORTUNE CORNER CHINESE FOOD,GARDENA,A,90,DALYA1EAG,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201611,2016-11-17,2016
181080,39800 COUNTRY CLUB DR,ANTELOPEVALLEYCOUNTRYCLUBBAR,PALMDALE,A,99,DA2RFFNH1,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201508,2015-08-27,2015
383130,13329 W WASHINGTON BLVD,MAXWELL CAFE WAREHOUSE,LOS ANGELES,A,97,DAMF08MYI,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201611,2016-11-29,2016
281026,8741 W SUNSET BLVD,THE GUILD,WEST HOLLYWOOD,A,91,DA0600902,2.0,# 21b. Water available,OUT OF COMPLIANCE,201606,2016-06-21,2016
520831,5812 OVERHILL DR,LA LOUISIANNE,LOS ANGELES,A,90,DAXHK4GJY,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201708,2017-08-22,2017
306864,800 E ALOSTA AVE,TACO BELL #2389,AZUSA,A,96,DAJX0RTRP,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201711,2017-11-27,2017
438380,7502 E FLORENCE AVE,SQUEEZY'S PIZZA,DOWNEY,A,90,DAOK5GKFJ,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201510,2015-10-27,2015
388869,1251 N HACIENDA BLVD,PIZZA HUT,LA PUENTE,A,92,DAVGCPRGI,4.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201608,2016-08-17,2016
309,31206 PALOS VERDES DR W,SWAN THAI RPV,RANCHO PALOS VERDES,A,91,DA00DH2AU,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201610,2016-10-04,2016
824643,2390 E PACIFICA PL,SUB CONNECTION,COMPTON,A,90,DAFDJYUYE,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201605,2016-05-11,2016
856752,5505 SANTA MONICA BLVD,CARNICERIA LA OAXAQUENA I,LOS ANGELES,A,91,DA0PKYTHH,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201703,2017-03-28,2017
506986,13963 E ALONDRA BLVD,SANTA FE SPRINGS SWAP MEET,SANTA FE SPRINGS,A,98,DAFHHH0D5,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201601,2016-01-08,2016
574419,324 S MARKET ST,RUSTY POT CAFE,INGLEWOOD,A,95,DA6JOXQLV,1.0,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE,201603,2016-03-02,2016
458520,1100 W FLORENCE AVE,MADINA RESTAURANT,INGLEWOOD,A,90,DA1NYPMC6,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201610,2016-10-24,2016
714777,833 W TORRANCE BLVD,ALPINE MARKET,TORRANCE,A,92,DASBLULT8,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201703,2017-03-13,2017
638887,10201 RESEDA BLVD UNIT 106,LOVE SUSHI ETC,NORTHRIDGE,A,96,DA32PKB78,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201608,2016-08-03,2016
667645,1947 SANTA ANITA AVE,TOM'S DRIVE IN #8,SOUTH EL MONTE,A,94,DAPQKQ3JH,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201701,2017-01-18,2017
492574,18700 VENTURA BLVD,WHOLE FOODS MARKET #39,TARZANA,A,94,DATXZ23CO,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201704,2017-04-18,2017
505544,24400 WALNUT ST # A/B,EL PUEBLO RESTAURANT AND BAKERY,NEWHALL,A,97,DAK5OC2Z7,1.0,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE,201708,2017-08-29,2017
748989,150 S SAN FERNANDO BLVD,WOKCANO JAPANESE KITCHEN,BURBANK,A,95,DAVG3T0CY,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201608,2016-08-23,2016
504167,1880 W ADAMS BLVD,EL RINCON USULUTECO,LOS ANGELES,A,93,DAT70Q9S6,1.0,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,201606,2016-06-16,2016
668430,992 E ALOSTA AVE STE C-D,SIAM PALACE THAI CUISINE,AZUSA,A,90,DAN0BTSXX,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201709,2017-09-26,2017
182790,9700 WILSHIRE BLVD,NEIMAN MARCUS MARIPOSA,BEVERLY HILLS,A,94,DAIKRXPSU,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201711,2017-11-08,2017
554305,11413 E SOUTH ST,L AND L HAWAIIAN BARBEQUE,CERRITOS,A,97,DASAEZ7IS,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201606,2016-06-13,2016
207270,1542 SAN FERNANDO RD,HUB TACOS,SAN FERNANDO,A,95,DAJCG52AG,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201605,2016-05-03,2016
851005,2310 E EL SEGUNDO BLVD E,PACIFIC DINNING AT AEROSPACE A3,EL SEGUNDO,A,94,DAU10IEXD,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201701,2017-01-25,2017
604104,4100 W PICO BLVD STE 1 & 2,MOTHERS NUTRITIONAL CENTER,LOS ANGELES,A,97,DADJZUEHR,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201608,2016-08-24,2016
295798,20527 DEVONSHIRE ST,CAFE ORIENT,CHATSWORTH,A,92,DAIYJ2PKL,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201607,2016-07-28,2016
706665,3901 S CRENSHAW BLVD,ALBERTSON'S #4131,LOS ANGELES,A,96,DATBWNZYE,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201509,2015-09-16,2015
542578,612 S FLOWER ST,CAFE PRIMO,LOS ANGELES,A,94,DANMAORQZ,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201511,2015-11-29,2015
178382,13400 E TELEGRAPH RD,JACK IN THE BOX #221,SANTA FE SPRINGS,A,92,DARQGHXYO,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201602,2016-02-17,2016
297684,671 E BONITA AVE # F,BUTTER CAFE AND BAKERY,SAN DIMAS,A,95,DAISUQ1DD,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201512,2015-12-23,2015
418129,1120 W FLORENCE AVE # A,DREDAWA CAFE,INGLEWOOD,A,91,DAHAJPVTP,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201602,2016-02-17,2016
202675,12925 SHERMAN WAY,SIZZLIN  KABOB,NORTH HOLLYWOOD,A,95,DAWIZZMYI,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201707,2017-07-26,2017
138622,11908 S HAWTHORNE BLVD,CHIPS COFFEE SHOP,HAWTHORNE,A,90,DAVV0EFGQ,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201606,2016-06-13,2016
715855,1616 ABBOT KINNEY BLVD,SALT AIR,VENICE,A,91,DATMLOQKJ,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201705,2017-05-31,2017
284926,3000 S VERMONT AVE,TROJANS LIQUOR,LOS ANGELES,A,97,DAES8M4MO,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201601,2016-01-20,2016
193336,281 S ROBERTSON BLVD,THAI BOOM RESTAURANT,BEVERLY HILLS,A,91,DAP20KLYG,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201604,2016-04-14,2016
57397,700 EXPOSITION PARK DR,TRIMANA,LOS ANGELES,A,98,DA3BZLGQ6,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201605,2016-05-10,2016
260378,1600 S AZUSA AVE 561-A,FUNBERRIES FROZEN YOGURT,INDUSTRY,A,91,DAPXCGG34,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201507,2015-07-31,2015
536151,12224 CENTRALIA ST,CRYSTAL FRESH WATER,LAKEWOOD,A,100,DAKMUJRU9,0.0,No violation,No violation,201610,2016-10-11,2016
96392,1359 N ALTADENA DR,CAFE CULTURE,PASADENA,A,97,DA7XNGT58,1.0,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE,201511,2015-11-16,2015
510888,3600 OCEAN VIEW BLVD # 7,ETC...,GLENDALE,A,90,DAANUREO4,1.0,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,201509,2015-09-09,2015
698972,39 PIER AVE,PALMILLA,HERMOSA BEACH,A,90,DAQ4UCDMF,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201508,2015-08-05,2015
448599,928 S WESTERN AVE # 123,CHEESETELLA,LOS ANGELES,A,94,DA05XXRYZ,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201707,2017-07-27,2017
394569,21090 GOLDEN SPRING DR,PHO HA PLUS,DIAMOND BAR,A,90,DAAYEZR6H,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201704,2017-04-25,2017
486721,239 N BRAND BLVD,AKUMA RESTAURANT,GLENDALE,A,90,DASEHGYE9,2.0,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE,201705,2017-05-30,2017
49448,1206 W BURBANK BLVD,HALF BAKED CO.,BURBANK,A,91,DA1MQD9NN,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201509,2015-09-10,2015
37624,28434 ROADSIDE DR,TAVERN 101 BAR & GRILL,AGOURA HILLS,A,92,DAZSXDESL,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201711,2017-11-29,2017
20091,267 N PASS AVE,FRANKIE'S ITALIAN KITCHEN BURBANK,BURBANK,A,93,DA0AKBGVO,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201610,2016-10-04,2016
